fmun;fregi;ano;hom_doloso;lesao_corp_morte;latrocinio;cvli;hom_por_interv_policial;letalidade_violenta;tentat_hom;lesao_corp_dolosa;estupro;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;registro_ocorrencias
Comendador Levy Gasparian;Centro Fluminense;2017;0;0;0;0;0;0;0;1;0;10;10;0;0;0;1;0;0;0;17
Campos dos Goytacazes;Norte Fluminense;2017;21;0;0;21;0;21;8;97;26;82;22;45;17;19;114;28;33;4;1328
Cantagalo;Centro Fluminense;2017;0;0;0;0;0;0;1;13;0;11;5;4;2;0;6;0;2;0;65
Cardoso Moreira;Norte Fluminense;2017;0;0;0;0;0;0;0;8;1;7;5;2;0;0;3;0;3;0;40
Carmo;Centro Fluminense;2017;0;0;0;0;0;0;0;14;1;5;2;0;3;0;2;0;4;0;114
Casimiro de Abreu;Baixadas Litorâneas;2017;2;0;0;2;0;2;1;13;2;12;12;1;0;2;2;0;5;1;130
Conceição de Macabu;Norte Fluminense;2017;0;0;0;0;0;0;1;4;3;7;2;6;0;0;16;1;5;0;48
Cordeiro;Centro Fluminense;2017;0;0;0;0;0;0;1;18;4;6;4;2;0;0;4;0;7;0;96
Duas Barras;Centro Fluminense;2017;0;0;0;0;0;0;0;5;1;2;2;0;0;0;1;1;1;0;39
Duque de Caxias;Metropolitana do Rio de Janeiro;2017;37;0;0;37;6;43;39;307;26;42;5;34;4;283;127;16;59;4;3592
Engenheiro Paulo de Frontin;Sul Fluminense;2017;0;0;0;0;0;0;0;7;0;13;7;5;1;0;5;0;0;1;31
Guapimirim;Metropolitana do Rio de Janeiro;2017;0;0;0;0;0;0;1;29;1;2;0;2;0;7;9;1;7;0;180
Iguaba Grande;Baixadas Litorâneas;2017;0;0;0;0;0;0;0;12;0;3;2;1;0;1;4;1;0;0;90
Itaboraí;Metropolitana do Rio de Janeiro;2017;8;0;0;8;4;12;5;79;14;38;4;35;1;48;53;17;9;1;792
Itaguaí;Metropolitana do Rio de Janeiro;2017;7;0;0;7;1;8;4;46;2;8;0;7;2;30;20;3;2;0;394
Italva;Noroeste Fluminense;2017;0;0;0;0;0;0;0;7;1;6;4;2;0;0;3;0;2;0;44
Itaocara;Noroeste Fluminense;2017;1;0;0;1;0;1;0;19;2;5;3;1;1;1;14;1;0;0;89
Itaperuna;Noroeste Fluminense;2017;6;0;0;6;0;6;4;36;4;36;25;14;0;5;24;1;10;2;268
Itatiaia;Sul Fluminense;2017;0;0;0;0;0;0;3;25;0;108;101;7;0;0;24;2;13;4;232
Japeri;Metropolitana do Rio de Janeiro;2017;6;0;0;6;1;7;2;40;4;8;0;7;1;10;16;0;9;1;207
Laje do Muriaé;Noroeste Fluminense;2017;0;0;0;0;0;0;0;1;0;5;3;2;0;0;0;0;0;0;22
Macaé;Norte Fluminense;2017;13;1;0;14;0;14;9;97;10;27;5;21;2;8;41;7;12;1;672
Macuco;Centro Fluminense;2017;0;0;0;0;0;0;0;2;0;2;1;1;0;1;2;2;3;0;21
Magé;Metropolitana do Rio de Janeiro;2017;19;0;0;19;3;22;13;113;17;20;3;15;2;21;37;9;38;1;736
Mangaratiba;Sul Fluminense;2017;1;0;0;1;0;1;2;27;0;5;0;5;0;1;5;3;3;1;189
Maricá;Metropolitana do Rio de Janeiro;2017;5;0;0;5;3;8;2;69;5;14;5;6;3;15;20;2;4;1;591
Mendes;Sul Fluminense;2017;0;0;0;0;0;0;0;7;1;2;1;1;0;1;0;2;1;0;43
Mesquita;Metropolitana do Rio de Janeiro;2017;3;0;0;3;2;5;1;89;3;21;2;17;2;42;28;9;25;5;773
Miguel Pereira;Sul Fluminense;2017;0;0;0;0;0;0;0;4;0;16;11;4;1;1;5;1;6;0;101
Miracema;Noroeste Fluminense;2017;1;0;0;1;0;1;1;8;1;28;13;14;1;0;12;4;1;0;83
Natividade;Noroeste Fluminense;2017;0;0;0;0;0;0;0;11;1;1;1;0;0;0;4;0;1;0;50
Nilópolis;Metropolitana do Rio de Janeiro;2017;2;1;0;3;0;3;6;75;5;12;1;11;0;26;26;8;9;0;779
Niterói;Metropolitana do Rio de Janeiro;2017;12;0;3;15;3;18;14;149;16;45;8;33;4;122;83;23;78;24;2535
Nova Friburgo;Centro Fluminense;2017;1;0;0;1;1;2;1;96;4;45;18;24;3;9;37;8;9;1;619
Nova Iguaçu;Metropolitana do Rio de Janeiro;2017;28;0;0;28;11;39;32;343;35;51;10;43;0;105;103;37;65;3;3018
Paracambi;Metropolitana do Rio de Janeiro;2017;0;0;0;0;0;0;2;30;1;6;1;2;3;0;0;2;1;2;126
Paraíba do Sul;Centro Fluminense;2017;1;0;0;1;0;1;0;16;2;20;15;5;0;0;4;0;15;0;117
Paraty;Sul Fluminense;2017;2;0;0;2;0;2;9;15;4;4;2;2;0;2;9;2;2;3;145
Paty do Alferes;Centro Fluminense;2017;0;0;0;0;0;0;0;6;0;3;1;2;0;0;5;0;1;0;38
Petrópolis;Centro Fluminense;2017;5;0;0;5;0;5;6;164;13;61;26;34;4;11;64;14;61;2;919
Pinheiral;Sul Fluminense;2017;2;0;0;2;0;2;0;21;1;6;4;2;1;1;4;0;3;0;104
Piraí;Sul Fluminense;2017;0;0;0;0;0;0;1;13;2;7;3;3;1;2;4;0;6;0;91
Porciúncula;Noroeste Fluminense;2017;0;0;0;0;0;0;0;8;0;10;6;4;0;0;7;1;3;0;60
Porto Real;Sul Fluminense;2017;0;0;0;0;0;0;0;11;0;0;0;0;0;1;0;0;7;0;75
Quatis;Sul Fluminense;2017;1;0;0;1;0;1;0;5;0;1;1;0;0;0;1;0;1;0;23
Queimados;Metropolitana do Rio de Janeiro;2017;9;0;1;10;1;11;14;61;7;7;1;6;0;12;19;5;33;0;452
Quissamã;Norte Fluminense;2017;0;0;0;0;0;0;0;13;1;6;3;3;0;1;3;0;4;0;59
Resende;Sul Fluminense;2017;3;0;0;3;0;3;3;53;7;22;2;20;1;9;29;12;16;2;400
Rio Bonito;Baixadas Litorâneas;2017;1;0;0;1;0;1;2;13;4;15;6;8;1;12;25;3;14;0;170
Rio Claro;Sul Fluminense;2017;0;0;0;0;0;0;1;12;2;1;0;1;0;2;0;2;5;0;65
Rio das Flores;Sul Fluminense;2017;0;0;0;0;0;0;0;2;1;3;2;1;0;0;2;0;2;0;32
Rio das Ostras;Baixadas Litorâneas;2017;7;0;0;7;0;7;9;54;5;11;1;9;1;8;26;7;12;0;509
Rio de Janeiro;Metropolitana do Rio de Janeiro;2017;146;3;7;156;43;199;190;2318;137;361;133;181;51;1583;965;170;522;71;33026
Santa Maria Madalena;Norte Fluminense;2017;0;0;0;0;0;0;0;5;0;0;0;0;0;0;6;0;2;0;28
Santo Antônio de Pádua;Noroeste Fluminense;2017;1;0;0;1;0;1;1;20;1;16;8;8;0;0;11;5;6;0;131
São Francisco de Itabapoana;Norte Fluminense;2017;1;0;1;2;0;2;1;13;1;2;2;0;0;1;1;0;1;0;87
São Fidélis;Norte Fluminense;2017;0;0;0;0;0;0;0;17;0;7;4;2;1;0;5;0;5;0;91
São Gonçalo;Metropolitana do Rio de Janeiro;2017;48;1;1;50;5;55;55;286;28;48;1;43;4;415;145;27;64;3;4159
São João da Barra;Norte Fluminense;2017;3;0;0;3;0;3;0;18;4;8;3;4;1;3;7;0;0;0;107
São João de Meriti;Metropolitana do Rio de Janeiro;2017;17;1;3;21;3;24;23;144;7;41;2;38;1;147;89;40;33;0;1776
São José de Ubá;Noroeste Fluminense;2017;0;0;0;0;0;0;0;3;1;1;0;0;1;0;0;0;0;0;12
São José do Vale do Rio Preto;Centro Fluminense;2017;0;0;0;0;0;0;0;9;0;4;2;2;0;1;9;0;0;0;45
São Pedro da Aldeia;Baixadas Litorâneas;2017;4;0;0;4;0;4;1;38;1;24;18;5;1;1;4;1;8;0;243
São Sebastião do Alto;Centro Fluminense;2017;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;28
Sapucaia;Centro Fluminense;2017;0;0;0;0;0;0;0;6;1;2;1;1;0;3;12;0;1;0;53
Saquarema;Baixadas Litorâneas;2017;5;0;0;5;0;5;5;36;8;13;4;7;2;9;11;1;13;0;302
Seropédica;Metropolitana do Rio de Janeiro;2017;2;0;0;2;0;2;6;46;6;3;1;2;0;10;14;2;1;0;234
Silva Jardim;Baixadas Litorâneas;2017;1;0;0;1;0;1;0;7;0;5;1;2;2;2;2;0;0;0;70
Sumidouro;Centro Fluminense;2017;0;0;0;0;0;0;0;3;0;6;6;0;0;0;1;0;1;0;32
Tanguá;Metropolitana do Rio de Janeiro;2017;0;0;0;0;0;0;0;6;1;5;2;3;0;5;3;2;2;0;82
Teresópolis;Centro Fluminense;2017;1;0;0;1;0;1;0;103;5;50;24;24;3;5;50;7;28;0;575
Trajano de Moraes;Centro Fluminense;2017;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;26
Três Rios;Centro Fluminense;2017;1;0;0;1;0;1;5;38;1;42;32;10;1;1;26;0;19;0;264
Valença;Sul Fluminense;2017;0;0;0;0;0;0;2;31;5;15;11;4;0;0;12;1;9;0;189
Varre-Sai;Noroeste Fluminense;2017;0;0;0;0;0;0;0;2;0;1;0;1;0;0;1;0;0;0;18
Vassouras;Centro Fluminense;2017;0;0;0;0;0;0;0;26;1;9;6;2;1;1;4;0;3;0;133
Volta Redonda;Sul Fluminense;2017;3;0;0;3;0;3;10;54;11;60;10;44;6;7;69;13;24;1;616
Angra dos Reis;Sul Fluminense;2017;6;0;0;6;1;7;15;57;4;23;11;12;1;10;27;1;12;1;357
Aperibé;Noroeste Fluminense;2017;0;0;0;0;0;0;0;2;1;4;1;2;1;0;1;0;0;0;21
Araruama;Baixadas Litorâneas;2017;3;0;0;3;0;3;9;37;5;37;16;18;5;8;27;6;11;1;401
Areal;Centro Fluminense;2017;0;0;0;0;0;0;0;2;0;4;2;2;0;1;0;0;0;0;21
Armação dos Búzios;Baixadas Litorâneas;2017;3;0;0;3;0;3;2;8;1;10;2;3;6;7;6;1;8;1;194
Arraial do Cabo;Baixadas Litorâneas;2017;1;0;0;1;0;1;1;10;0;15;9;5;1;1;5;5;12;1;146
Barra do Piraí;Sul Fluminense;2017;3;0;0;3;0;3;1;43;0;31;9;16;6;0;18;3;22;0;221
Barra Mansa;Sul Fluminense;2017;9;0;1;10;0;10;16;74;4;37;5;30;2;6;41;6;30;0;394
Belford Roxo;Metropolitana do Rio de Janeiro;2017;19;0;0;19;0;19;13;111;14;12;1;11;0;91;51;6;37;0;1157
Bom Jardim;Centro Fluminense;2017;0;0;0;0;0;0;0;10;1;2;1;1;0;1;4;0;1;0;47
Bom Jesus do Itabapoana;Noroeste Fluminense;2017;1;0;0;1;0;1;0;21;0;14;9;5;0;0;6;0;5;0;117
Cabo Frio;Baixadas Litorâneas;2017;11;0;0;11;2;13;16;57;10;35;10;21;4;10;49;7;15;0;537
Cachoeiras de Macacu;Centro Fluminense;2017;1;0;0;1;0;1;2;14;1;7;2;5;0;2;6;2;4;0;113
Cambuci;Noroeste Fluminense;2017;0;0;0;0;0;0;0;9;0;2;1;1;0;0;1;0;0;0;41
Carapebus;Norte Fluminense;2017;0;0;0;0;0;0;0;4;1;1;1;0;0;3;1;0;0;0;23
Comendador Levy Gasparian;Centro Fluminense;2017;0;0;0;0;0;0;0;3;0;11;11;0;0;0;0;0;0;0;19
Campos dos Goytacazes;Norte Fluminense;2017;12;0;1;13;0;13;7;121;18;99;29;59;12;29;118;31;48;8;1238
Cantagalo;Centro Fluminense;2017;0;0;0;0;0;0;1;8;2;11;7;4;0;1;8;1;7;1;54
Cardoso Moreira;Norte Fluminense;2017;0;0;0;0;0;0;0;2;1;6;5;2;0;0;7;0;1;0;32
Carmo;Centro Fluminense;2017;0;0;0;0;0;0;0;11;0;8;5;0;3;0;0;0;3;0;92
Casimiro de Abreu;Baixadas Litorâneas;2017;2;0;0;2;0;2;0;13;2;29;27;2;0;1;6;0;1;0;149
Conceição de Macabu;Norte Fluminense;2017;1;0;0;1;0;1;0;7;2;2;0;2;0;2;2;0;4;1;50
Cordeiro;Centro Fluminense;2017;1;0;0;1;0;1;0;22;0;5;4;1;0;0;6;0;3;0;70
Duas Barras;Centro Fluminense;2017;0;0;0;0;0;0;1;13;2;3;2;1;0;0;2;1;3;0;50
Duque de Caxias;Metropolitana do Rio de Janeiro;2017;50;0;0;50;14;64;39;283;24;52;7;46;1;258;119;28;57;4;3510
Engenheiro Paulo de Frontin;Sul Fluminense;2017;0;0;0;0;0;0;1;4;1;3;3;0;0;0;0;0;1;0;28
Guapimirim;Metropolitana do Rio de Janeiro;2017;0;0;0;0;0;0;0;20;1;6;2;4;0;3;7;0;8;0;163
Iguaba Grande;Baixadas Litorâneas;2017;2;0;0;2;0;2;0;12;0;8;5;2;1;2;1;0;2;0;87
Itaboraí;Metropolitana do Rio de Janeiro;2017;10;0;0;10;3;13;2;63;5;27;3;22;2;45;42;14;11;1;696
Itaguaí;Metropolitana do Rio de Janeiro;2017;5;0;0;5;0;5;7;33;8;2;0;2;0;24;13;4;10;0;369
Italva;Noroeste Fluminense;2017;0;0;0;0;0;0;0;8;7;5;4;1;0;0;2;0;2;0;46
Itaocara;Noroeste Fluminense;2017;1;0;0;1;0;1;1;16;1;5;4;1;0;1;6;0;9;0;84
Itaperuna;Noroeste Fluminense;2017;0;0;0;0;0;0;3;53;1;34;20;14;1;5;21;3;11;1;278
Itatiaia;Sul Fluminense;2017;0;0;0;0;1;1;14;17;3;75;69;5;1;0;19;4;4;2;212
Japeri;Metropolitana do Rio de Janeiro;2017;2;0;0;2;0;2;1;41;3;4;0;2;2;16;6;0;23;0;249
Laje do Muriaé;Noroeste Fluminense;2017;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;22
Macaé;Norte Fluminense;2017;8;0;1;9;1;10;7;80;6;24;2;18;4;8;26;9;13;1;556
Macuco;Centro Fluminense;2017;0;0;0;0;0;0;0;3;0;1;1;1;0;1;0;0;0;0;10
Magé;Metropolitana do Rio de Janeiro;2017;8;1;0;9;0;9;13;113;17;16;4;11;1;43;50;10;26;0;738
Mangaratiba;Sul Fluminense;2017;2;0;0;2;0;2;0;30;6;4;2;2;0;1;16;3;16;2;198
Maricá;Metropolitana do Rio de Janeiro;2017;4;1;0;5;0;5;0;51;6;14;6;9;0;15;17;4;6;0;548
Mendes;Sul Fluminense;2017;0;0;0;0;0;0;0;4;0;4;2;2;0;0;3;0;1;0;34
Mesquita;Metropolitana do Rio de Janeiro;2017;4;0;0;4;2;6;1;56;3;30;2;28;0;43;37;14;16;0;680
Miguel Pereira;Sul Fluminense;2017;0;0;0;0;0;0;0;12;1;14;6;4;4;1;4;0;1;0;98
Miracema;Noroeste Fluminense;2017;1;0;0;1;0;1;0;14;2;27;12;15;0;0;13;4;0;1;91
Natividade;Noroeste Fluminense;2017;0;0;0;0;0;0;0;8;1;4;1;3;0;0;7;0;0;1;43
Nilópolis;Metropolitana do Rio de Janeiro;2017;4;0;1;5;0;5;4;59;3;5;1;3;1;32;24;3;14;1;760
Niterói;Metropolitana do Rio de Janeiro;2017;8;0;1;9;10;19;16;137;15;53;8;44;2;128;111;22;76;11;2159
Nova Friburgo;Centro Fluminense;2017;0;0;0;0;0;0;1;98;6;47;24;22;2;7;45;9;12;3;547
Nova Iguaçu;Metropolitana do Rio de Janeiro;2017;40;1;1;42;6;48;20;263;33;40;2;37;2;99;81;36;45;2;2739
Paracambi;Metropolitana do Rio de Janeiro;2017;3;0;0;3;0;3;4;12;1;9;3;3;3;3;3;1;3;0;108
Paraíba do Sul;Centro Fluminense;2017;0;0;0;0;0;0;2;15;1;43;25;15;3;1;13;3;24;0;143
Paraty;Sul Fluminense;2017;4;0;0;4;0;4;12;8;2;8;5;2;1;5;11;1;5;0;124
Paty do Alferes;Centro Fluminense;2017;0;0;0;0;0;0;0;7;0;4;2;0;2;0;1;0;1;0;49
Petrópolis;Centro Fluminense;2017;1;0;0;1;0;1;3;146;16;71;21;47;5;8;80;14;75;0;829
Pinheiral;Sul Fluminense;2017;0;0;0;0;0;0;0;22;0;10;3;7;0;2;6;0;3;0;82
Piraí;Sul Fluminense;2017;1;0;0;1;0;1;1;10;1;9;7;2;0;3;4;0;4;0;80
Porciúncula;Noroeste Fluminense;2017;0;0;0;0;0;0;0;12;0;11;8;3;0;2;2;0;1;0;64
Porto Real;Sul Fluminense;2017;0;0;0;0;0;0;0;15;0;3;2;1;0;4;1;1;2;0;86
Quatis;Sul Fluminense;2017;0;0;0;0;0;0;0;3;0;4;1;3;0;0;0;1;2;0;28
Queimados;Metropolitana do Rio de Janeiro;2017;9;0;0;9;0;9;4;43;3;12;1;9;2;12;17;7;15;0;410
Quissamã;Norte Fluminense;2017;0;0;0;0;0;0;0;11;1;6;0;5;1;1;4;1;3;0;45
Resende;Sul Fluminense;2017;6;0;0;6;0;6;4;52;4;16;3;13;0;4;22;2;10;5;426
Rio Bonito;Baixadas Litorâneas;2017;2;0;0;2;0;2;3;15;3;12;2;8;2;9;29;2;5;0;141
Rio Claro;Sul Fluminense;2017;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;7;0;53
Rio das Flores;Sul Fluminense;2017;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;1;0;24
Rio das Ostras;Baixadas Litorâneas;2017;7;0;0;7;0;7;7;38;4;23;5;14;4;12;35;7;16;0;484
Rio de Janeiro;Metropolitana do Rio de Janeiro;2017;112;3;5;120;66;186;183;2171;139;348;112;193;44;1566;887;182;404;87;32037
Santa Maria Madalena;Norte Fluminense;2017;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;4;0;21
Santo Antônio de Pádua;Noroeste Fluminense;2017;0;0;0;0;0;0;2;13;0;13;6;6;1;2;13;0;2;0;131
São Francisco de Itabapoana;Norte Fluminense;2017;0;0;0;0;0;0;1;8;1;2;1;0;1;0;1;0;1;0;72
São Fidélis;Norte Fluminense;2017;0;0;0;0;0;0;0;9;0;3;2;1;0;1;4;0;0;0;80
São Gonçalo;Metropolitana do Rio de Janeiro;2017;42;0;4;46;12;58;47;233;27;79;8;68;3;363;160;30;30;2;3429
São João da Barra;Norte Fluminense;2017;0;0;1;1;0;1;0;7;1;6;4;1;1;1;9;1;3;0;105
São João de Meriti;Metropolitana do Rio de Janeiro;2017;19;0;0;19;6;25;27;148;16;19;1;17;1;113;64;16;28;0;1638
São José de Ubá;Noroeste Fluminense;2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;6
São José do Vale do Rio Preto;Centro Fluminense;2017;0;0;0;0;0;0;0;12;1;4;4;0;0;0;5;0;0;0;48
São Pedro da Aldeia;Baixadas Litorâneas;2017;2;0;0;2;0;2;1;30;2;45;33;7;7;7;17;1;12;2;268
São Sebastião do Alto;Centro Fluminense;2017;1;0;0;1;0;1;0;0;2;1;0;1;0;0;2;0;2;0;29
Sapucaia;Centro Fluminense;2017;0;0;0;0;0;0;0;9;1;5;4;1;0;0;5;1;1;0;51
Saquarema;Baixadas Litorâneas;2017;2;0;0;2;1;3;14;24;6;9;5;4;0;4;7;4;46;2;315
Seropédica;Metropolitana do Rio de Janeiro;2017;7;0;0;7;0;7;1;37;3;7;1;5;1;10;16;3;4;0;227
Silva Jardim;Baixadas Litorâneas;2017;0;0;0;0;0;0;0;5;0;4;1;3;0;0;8;0;2;0;49
Sumidouro;Centro Fluminense;2017;0;0;0;0;0;0;0;12;0;7;6;1;0;0;3;0;1;0;54
Tanguá;Metropolitana do Rio de Janeiro;2017;0;0;0;0;0;0;1;13;0;6;0;3;3;3;2;0;2;0;72
Teresópolis;Centro Fluminense;2017;1;0;0;1;0;1;1;69;2;56;26;28;5;5;52;6;18;1;512
Trajano de Moraes;Centro Fluminense;2017;1;0;0;1;0;1;0;6;0;0;0;0;0;0;0;0;0;0;16
Três Rios;Centro Fluminense;2017;2;0;0;2;0;2;0;41;2;49;33;17;0;3;34;4;9;0;270
Valença;Sul Fluminense;2017;0;0;0;0;0;0;4;27;1;17;9;6;2;1;9;3;8;2;167
Varre-Sai;Noroeste Fluminense;2017;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;15
Vassouras;Centro Fluminense;2017;2;0;0;2;0;2;0;21;4;4;2;2;0;1;2;0;5;0;90
Volta Redonda;Sul Fluminense;2017;9;0;0;9;0;9;11;47;7;56;14;36;6;5;64;7;18;0;583
Angra dos Reis;Sul Fluminense;2017;7;0;0;7;1;8;17;48;4;37;11;22;4;12;38;3;9;0;410
Aperibé;Noroeste Fluminense;2017;0;0;0;0;0;0;1;3;0;3;1;2;0;0;1;1;0;0;18
Araruama;Baixadas Litorâneas;2017;5;0;0;5;1;6;4;56;2;38;22;8;9;11;17;3;16;1;386
Areal;Centro Fluminense;2017;0;0;0;0;0;0;0;1;1;2;2;0;0;0;1;0;0;0;12
Armação dos Búzios;Baixadas Litorâneas;2017;2;0;1;3;0;3;1;10;0;13;4;5;4;3;9;3;12;0;193
Arraial do Cabo;Baixadas Litorâneas;2017;0;0;0;0;0;0;0;19;0;11;7;5;0;1;5;2;1;0;135
Barra do Piraí;Sul Fluminense;2017;8;0;0;8;0;8;1;37;0;44;32;8;4;4;19;1;13;0;242
Barra Mansa;Sul Fluminense;2017;3;0;1;4;0;4;9;54;1;34;8;25;2;6;27;9;27;0;338
Belford Roxo;Metropolitana do Rio de Janeiro;2017;29;1;0;30;3;33;10;151;10;17;1;15;1;103;46;5;65;1;1310
Bom Jardim;Centro Fluminense;2017;0;0;0;0;0;0;0;11;1;0;0;0;0;0;5;0;0;0;53
Bom Jesus do Itabapoana;Noroeste Fluminense;2017;1;0;0;1;0;1;3;17;0;18;12;6;0;1;4;1;5;1;143
Cabo Frio;Baixadas Litorâneas;2017;6;0;0;6;1;7;8;56;5;44;8;37;2;11;66;19;10;0;531
Cachoeiras de Macacu;Centro Fluminense;2017;0;0;0;0;0;0;0;25;2;7;3;3;1;2;6;1;3;0;120
Cambuci;Noroeste Fluminense;2017;1;0;0;1;0;1;0;5;0;3;2;1;0;0;5;1;1;0;38
Carapebus;Norte Fluminense;2017;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;1;0;18
Comendador Levy Gasparian;Centro Fluminense;2017;0;0;0;0;0;0;0;3;0;10;9;1;0;0;1;0;0;0;19
Campos dos Goytacazes;Norte Fluminense;2017;11;1;2;14;0;14;20;94;12;80;27;40;15;32;111;21;27;1;1087
Cantagalo;Centro Fluminense;2017;0;0;0;0;0;0;1;10;0;3;3;1;0;2;4;1;0;0;37
Cardoso Moreira;Norte Fluminense;2017;0;0;0;0;0;0;0;4;0;6;6;0;0;1;4;1;1;0;32
Carmo;Centro Fluminense;2017;0;0;0;0;0;0;0;15;1;5;5;1;0;0;3;0;1;0;93
Casimiro de Abreu;Baixadas Litorâneas;2017;1;0;0;1;0;1;0;11;1;16;15;1;1;2;6;3;2;0;108
Conceição de Macabu;Norte Fluminense;2017;0;0;0;0;1;1;0;11;1;3;1;2;0;0;1;0;0;0;46
Cordeiro;Centro Fluminense;2017;0;0;0;0;0;0;0;7;0;5;4;2;0;0;2;0;2;0;49
Duas Barras;Centro Fluminense;2017;0;0;0;0;0;0;0;9;0;3;3;0;0;0;2;0;1;1;41
Duque de Caxias;Metropolitana do Rio de Janeiro;2017;32;0;2;34;13;47;36;321;18;55;2;51;3;255;133;22;54;4;3471
Engenheiro Paulo de Frontin;Sul Fluminense;2017;0;1;0;1;0;1;0;4;0;16;14;2;0;1;2;0;1;0;51
Guapimirim;Metropolitana do Rio de Janeiro;2017;5;0;0;5;0;5;0;23;3;4;2;1;1;1;6;0;12;0;163
Iguaba Grande;Baixadas Litorâneas;2017;0;0;0;0;0;0;0;4;1;5;4;1;0;5;5;2;2;0;92
Itaboraí;Metropolitana do Rio de Janeiro;2017;8;0;0;8;1;9;19;73;5;22;3;19;2;47;39;3;9;0;734
Itaguaí;Metropolitana do Rio de Janeiro;2017;1;0;0;1;2;3;7;47;4;7;0;7;0;30;14;4;3;0;423
Italva;Noroeste Fluminense;2017;0;0;0;0;0;0;0;3;0;6;4;2;0;1;2;0;2;0;56
Itaocara;Noroeste Fluminense;2017;0;0;0;0;0;0;0;12;1;5;5;0;0;6;1;0;3;0;93
Itaperuna;Noroeste Fluminense;2017;1;0;0;1;0;1;3;43;3;40;27;14;1;3;18;1;5;1;251
Itatiaia;Sul Fluminense;2017;0;0;0;0;0;0;2;20;1;63;56;6;1;1;17;0;16;1;198
Japeri;Metropolitana do Rio de Janeiro;2017;6;0;0;6;0;6;1;34;3;7;0;4;3;15;4;1;17;0;240
Laje do Muriaé;Noroeste Fluminense;2017;1;0;0;1;0;1;1;3;0;0;0;0;0;0;0;0;0;0;21
Macaé;Norte Fluminense;2017;18;0;0;18;3;21;9;68;2;38;8;27;3;18;54;9;15;2;552
Macuco;Centro Fluminense;2017;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;7
Magé;Metropolitana do Rio de Janeiro;2017;11;0;0;11;0;11;5;102;8;9;0;8;1;25;21;3;40;1;728
Mangaratiba;Sul Fluminense;2017;1;0;0;1;0;1;6;26;0;5;3;2;0;3;10;0;11;0;187
Maricá;Metropolitana do Rio de Janeiro;2017;4;0;0;4;0;4;6;58;2;10;4;5;1;16;14;1;3;0;549
Mendes;Sul Fluminense;2017;0;0;0;0;0;0;0;10;1;5;5;0;0;1;0;0;3;0;34
Mesquita;Metropolitana do Rio de Janeiro;2017;7;0;0;7;0;7;3;75;0;28;3;24;1;24;31;12;21;3;626
Miguel Pereira;Sul Fluminense;2017;0;0;0;0;0;0;0;13;0;21;16;4;1;1;9;0;7;0;95
Miracema;Noroeste Fluminense;2017;1;0;0;1;0;1;0;14;5;15;6;8;1;1;7;3;4;0;75
Natividade;Noroeste Fluminense;2017;0;0;0;0;0;0;0;14;1;0;0;0;0;0;1;0;1;0;35
Nilópolis;Metropolitana do Rio de Janeiro;2017;7;0;0;7;0;7;6;74;4;7;0;7;0;23;24;6;5;0;678
Niterói;Metropolitana do Rio de Janeiro;2017;5;0;0;5;6;11;10;143;16;35;13;18;4;91;79;17;55;24;2244
Nova Friburgo;Centro Fluminense;2017;2;0;0;2;0;2;4;89;6;43;16;27;2;15;41;9;8;3;554
Nova Iguaçu;Metropolitana do Rio de Janeiro;2017;39;0;0;39;5;44;25;312;25;45;3;42;1;95;79;29;43;7;2711
Paracambi;Metropolitana do Rio de Janeiro;2017;1;0;0;1;0;1;4;20;2;10;1;3;6;5;7;3;4;0;146
Paraíba do Sul;Centro Fluminense;2017;0;0;0;0;0;0;3;12;1;26;15;10;1;0;10;1;8;0;96
Paraty;Sul Fluminense;2017;7;0;0;7;1;8;5;15;1;20;8;8;5;8;10;2;13;0;194
Paty do Alferes;Centro Fluminense;2017;0;0;0;0;0;0;1;12;0;0;0;0;0;0;3;0;0;0;55
Petrópolis;Centro Fluminense;2017;3;0;0;3;0;3;2;151;14;62;25;33;6;11;89;8;60;2;798
Pinheiral;Sul Fluminense;2017;2;0;0;2;0;2;0;9;2;6;2;4;0;0;2;4;6;0;101
Piraí;Sul Fluminense;2017;0;0;0;0;0;0;0;6;1;12;6;6;0;0;12;0;2;0;63
Porciúncula;Noroeste Fluminense;2017;0;0;0;0;0;0;0;16;0;7;5;3;0;1;0;0;0;0;71
Porto Real;Sul Fluminense;2017;3;0;0;3;0;3;0;4;0;6;3;3;0;1;3;0;2;0;78
Quatis;Sul Fluminense;2017;1;0;0;1;0;1;3;4;1;3;1;2;0;0;6;0;0;0;25
Queimados;Metropolitana do Rio de Janeiro;2017;15;0;0;15;2;17;23;62;3;8;1;5;2;15;19;6;15;1;513
